oracle_usuario_id,tipo_evento,ip,user_agent,pais_origen,timestamp,detalle.metodo,detalle.exitoso,detalle.duracion_sesion_min,detalle.termino,detalle.resultados_encontrados,detalle.perfil_visitado_id,detalle.tiempo_visualizacion_seg,detalle.desde_seccion,detalle.torneo_id,detalle.accion,detalle.item_id,detalle.categoria,detalle.seccion,detalle.campo_modificado,detalle.destinatario_id
3,busqueda,190.122.123.93,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/121.0.0.0,Panama,2026-03-15T20:27:37.788Z,,,,apex legends tips,50,,,,,,,,,,
4,perfil_visitado,190.123.124.100,Mozilla/5.0 (iPhone; CPU iPhone OS 17_3 like Mac OS X) AppleWebKit/605.1.15,Colombia,2026-03-04T06:20:32.681Z,,,,,,19,48,configuracion,,,,,,,
5,clic_torneo,190.124.125.107,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:123.0) Gecko/20100101 Firefox/123.0,Argentina,2025-12-11T14:35:38.587Z,,,,,,,,equipos,5,inscribirse,,,,,
6,clic_tienda,190.125.126.114,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/122.0.0.0,Chile,2025-11-09T23:55:31.203Z,,,,,,,,,,agregar_carrito,14,creditos,,,
7,cambio_config,190.126.127.121,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_3) AppleWebKit/605.1.15 Safari/17.3,Peru,2025-12-15T20:03:05.401Z,,,,,,,,,,,,,notificaciones,mostrar_perfil,
8,envio_solicitud_amistad,190.127.128.128,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/121.0.0.0,Espana,2025-10-08T10:51:50.203Z,,,,,,,,tienda,,,,,,,28
9,login,190.128.129.135,Mozilla/5.0 (iPhone; CPU iPhone OS 17_3 like Mac OS X) AppleWebKit/605.1.15,Estados Unidos,2026-03-31T07:44:26.524Z,email,true,,,,,,,,,,,,,
10,logout,190.129.130.142,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:123.0) Gecko/20100101 Firefox/123.0,Brasil,2025-09-12T05:36:52.714Z,,,140,,,,,,,,,,,,
11,busqueda,190.130.131.149,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/122.0.0.0,Honduras,2025-12-05T00:52:47.226Z,,,,fortnite premio,25,,,,,,,,,,
12,perfil_visitado,190.131.132.156,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_3) AppleWebKit/605.1.15 Safari/17.3,Mexico,2026-01-05T23:57:43.027Z,,,,,,27,66,amigos,,,,,,,
13,clic_torneo,190.132.133.163,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/121.0.0.0,Guatemala,2025-11-28T02:29:55.171Z,,,,,,,,configuracion,13,ver_detalle,,,,,
14,clic_tienda,190.133.134.170,Mozilla/5.0 (iPhone; CPU iPhone OS 17_3 like Mac OS X) AppleWebKit/605.1.15,El Salvador,2025-10-19T14:22:56.475Z,,,,,,,,,,agregar_carrito,8,avatar,,,
15,cambio_config,190.134.135.177,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:123.0) Gecko/20100101 Firefox/123.0,Costa Rica,2026-02-09T05:25:41.335Z,,,,,,,,,,,,,seguridad,2fa,
16,envio_solicitud_amistad,190.135.136.184,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/122.0.0.0,Panama,2025-10-27T07:08:41.786Z,,,,,,,,ranking,,,,,,,36
17,login,190.136.137.191,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_3) AppleWebKit/605.1.15 Safari/17.3,Colombia,2025-09-11T17:35:21.299Z,email,true,,,,,,,,,,,,,
18,logout,190.137.138.198,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/121.0.0.0,Argentina,2026-01-19T21:20:35.892Z,,,143,,,,,,,,,,,,
19,busqueda,190.138.139.205,Mozilla/5.0 (iPhone; CPU iPhone OS 17_3 like Mac OS X) AppleWebKit/605.1.15,Chile,2025-10-01T17:27:04.722Z,,,,cs2 ranked,20,,,,,,,,,,
20,perfil_visitado,190.139.140.212,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:123.0) Gecko/20100101 Firefox/123.0,Peru,2026-01-14T16:37:55.544Z,,,,,,35,117,inicio,,,,,,,
21,clic_torneo,190.140.141.219,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/122.0.0.0,Espana,2026-01-26T02:35:50.837Z,,,,,,,,amigos,21,compartir,,,,,
22,clic_tienda,190.141.142.226,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_3) AppleWebKit/605.1.15 Safari/17.3,Estados Unidos,2025-09-25T02:52:39.930Z,,,,,,,,,,agregar_carrito,2,membresia,,,
23,cambio_config,190.142.143.233,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/121.0.0.0,Brasil,2026-01-21T07:12:07.523Z,,,,,,,,,,,,,apariencia,notif_email,
24,envio_solicitud_amistad,190.143.144.240,Mozilla/5.0 (iPhone; CPU iPhone OS 17_3 like Mac OS X) AppleWebKit/605.1.15,Honduras,2025-09-24T21:40:17.149Z,,,,,,,,juegos,,,,,,,44
25,login,190.144.145.247,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:123.0) Gecko/20100101 Firefox/123.0,Mexico,2026-03-28T01:27:58.626Z,google,true,,,,,,,,,,,,,
26,logout,190.145.146.254,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/122.0.0.0,Guatemala,2025-10-17T17:25:00.386Z,,,172,,,,,,,,,,,,
27,busqueda,190.146.147.7,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_3) AppleWebKit/605.1.15 Safari/17.3,El Salvador,2026-03-15T11:53:41.701Z,,,,FIFA 24 equipos,26,,,,,,,,,,
28,perfil_visitado,190.147.148.14,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/121.0.0.0,Costa Rica,2025-10-23T20:49:01.255Z,,,,,,43,26,perfil,,,,,,,
29,clic_torneo,190.148.149.21,Mozilla/5.0 (iPhone; CPU iPhone OS 17_3 like Mac OS X) AppleWebKit/605.1.15,Panama,2025-10-05T14:50:38.370Z,,,,,,,,inicio,29,inscribirse,,,,,
30,clic_tienda,190.149.150.28,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:123.0) Gecko/20100101 Firefox/123.0,Colombia,2026-01-29T00:38:11.667Z,,,,,,,,,,agregar_carrito,10,banner,,,
31,cambio_config,190.100.151.35,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/122.0.0.0,Argentina,2025-09-03T09:30:06.788Z,,,,,,,,,,,,,privacidad,tema_oscuro,
32,envio_solicitud_amistad,190.101.152.42,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_3) AppleWebKit/605.1.15 Safari/17.3,Chile,2025-09-14T00:49:49.078Z,,,,,,,,equipos,,,,,,,52
33,login,190.102.153.49,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/121.0.0.0,Peru,2026-02-16T00:43:40.820Z,email,true,,,,,,,,,,,,,
34,logout,190.103.154.56,Mozilla/5.0 (iPhone; CPU iPhone OS 17_3 like Mac OS X) AppleWebKit/605.1.15,Espana,2025-10-12T01:03:16.586Z,,,60,,,,,,,,,,,,
35,busqueda,190.104.155.63,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:123.0) Gecko/20100101 Firefox/123.0,Estados Unidos,2025-11-10T01:02:17.375Z,,,,league of legends,45,,,,,,,,,,
36,perfil_visitado,190.105.156.70,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/122.0.0.0,Brasil,2026-03-12T11:57:35.049Z,,,,,,51,36,torneos,,,,,,,
37,clic_torneo,190.106.157.77,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_3) AppleWebKit/605.1.15 Safari/17.3,Honduras,2026-03-29T06:37:25.491Z,,,,,,,,perfil,37,ver_detalle,,,,,
38,clic_tienda,190.107.158.84,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/121.0.0.0,Mexico,2026-01-30T04:29:20.223Z,,,,,,,,,,agregar_carrito,4,servicio,,,
39,cambio_config,190.108.159.91,Mozilla/5.0 (iPhone; CPU iPhone OS 17_3 like Mac OS X) AppleWebKit/605.1.15,Guatemala,2026-03-11T07:09:00.099Z,,,,,,,,,,,,,idioma,idioma_preferido,
40,envio_solicitud_amistad,190.109.160.98,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:123.0) Gecko/20100101 Firefox/123.0,El Salvador,2025-09-03T23:37:27.513Z,,,,,,,,configuracion,,,,,,,60
41,login,190.110.161.105,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/122.0.0.0,Costa Rica,2025-11-01T01:03:44.019Z,email,false,,,,,,,,,,,,,
42,logout,190.111.162.112,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_3) AppleWebKit/605.1.15 Safari/17.3,Panama,2025-11-16T07:55:28.053Z,,,116,,,,,,,,,,,,
43,busqueda,190.112.163.119,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/121.0.0.0,Colombia,2026-01-16T17:15:56.482Z,,,,valorant torneo,28,,,,,,,,,,
44,perfil_visitado,190.113.164.126,Mozilla/5.0 (iPhone; CPU iPhone OS 17_3 like Mac OS X) AppleWebKit/605.1.15,Argentina,2025-11-06T20:31:18.864Z,,,,,,59,74,tienda,,,,,,,
45,clic_torneo,190.114.165.133,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:123.0) Gecko/20100101 Firefox/123.0,Chile,2026-01-07T01:11:57.212Z,,,,,,,,torneos,45,compartir,,,,,
46,clic_tienda,190.115.166.140,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/122.0.0.0,Peru,2025-10-12T13:21:51.988Z,,,,,,,,,,agregar_carrito,12,creditos,,,
47,cambio_config,190.116.167.147,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_3) AppleWebKit/605.1.15 Safari/17.3,Espana,2025-09-19T15:53:33.797Z,,,,,,,,,,,,,notificaciones,mostrar_perfil,
48,envio_solicitud_amistad,190.117.168.154,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/121.0.0.0,Estados Unidos,2026-03-04T23:50:49.829Z,,,,,,,,amigos,,,,,,,8
49,login,190.118.169.161,Mozilla/5.0 (iPhone; CPU iPhone OS 17_3 like Mac OS X) AppleWebKit/605.1.15,Brasil,2025-09-16T02:22:29.057Z,google,true,,,,,,,,,,,,,
50,logout,190.119.170.168,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:123.0) Gecko/20100101 Firefox/123.0,Honduras,2025-09-17T02:29:08.864Z,,,75,,,,,,,,,,,,
51,busqueda,190.120.171.175,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/122.0.0.0,Mexico,2025-12-30T13:53:16.266Z,,,,torneos gratis,27,,,,,,,,,,
52,perfil_visitado,190.121.172.182,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_3) AppleWebKit/605.1.15 Safari/17.3,Guatemala,2026-03-22T11:51:18.330Z,,,,,,7,110,ranking,,,,,,,
53,clic_torneo,190.122.173.189,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/121.0.0.0,El Salvador,2026-02-20T14:36:29.555Z,,,,,,,,tienda,53,inscribirse,,,,,
54,clic_tienda,190.123.174.196,Mozilla/5.0 (iPhone; CPU iPhone OS 17_3 like Mac OS X) AppleWebKit/605.1.15,Costa Rica,2025-11-22T15:14:45.023Z,,,,,,,,,,agregar_carrito,6,avatar,,,
55,cambio_config,190.124.175.203,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:123.0) Gecko/20100101 Firefox/123.0,Panama,2026-02-04T19:16:16.155Z,,,,,,,,,,,,,seguridad,2fa,
56,envio_solicitud_amistad,190.125.176.210,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/122.0.0.0,Colombia,2026-01-13T19:01:50.164Z,,,,,,,,inicio,,,,,,,16
57,login,190.126.177.217,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_3) AppleWebKit/605.1.15 Safari/17.3,Argentina,2025-09-30T18:17:02.391Z,email,true,,,,,,,,,,,,,
58,logout,190.127.178.224,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/121.0.0.0,Chile,2026-01-09T17:08:48.676Z,,,74,,,,,,,,,,,,
59,busqueda,190.128.179.231,Mozilla/5.0 (iPhone; CPU iPhone OS 17_3 like Mac OS X) AppleWebKit/605.1.15,Peru,2025-11-09T00:52:19.998Z,,,,mejores builds,33,,,,,,,,,,
60,perfil_visitado,190.129.180.238,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:123.0) Gecko/20100101 Firefox/123.0,Espana,2026-01-31T06:00:04.472Z,,,,,,15,40,juegos,,,,,,,
1,clic_torneo,190.130.181.245,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/122.0.0.0,Estados Unidos,2025-11-04T22:56:00.669Z,,,,,,,,ranking,1,ver_detalle,,,,,
2,clic_tienda,190.131.182.252,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_3) AppleWebKit/605.1.15 Safari/17.3,Brasil,2025-12-06T11:24:56.908Z,,,,,,,,,,agregar_carrito,14,membresia,,,
3,cambio_config,190.132.183.5,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/121.0.0.0,Honduras,2026-03-18T15:02:01.228Z,,,,,,,,,,,,,apariencia,notif_email,
4,envio_solicitud_amistad,190.133.184.12,Mozilla/5.0 (iPhone; CPU iPhone OS 17_3 like Mac OS X) AppleWebKit/605.1.15,Mexico,2025-09-11T04:22:09.110Z,,,,,,,,perfil,,,,,,,24
5,login,190.134.185.19,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:123.0) Gecko/20100101 Firefox/123.0,Guatemala,2025-10-27T12:37:47.300Z,email,true,,,,,,,,,,,,,
6,logout,190.135.186.26,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/122.0.0.0,El Salvador,2025-10-16T09:31:35.968Z,,,172,,,,,,,,,,,,
7,busqueda,190.136.187.33,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_3) AppleWebKit/605.1.15 Safari/17.3,Costa Rica,2025-11-23T23:49:26.932Z,,,,como subir xp,29,,,,,,,,,,
8,perfil_visitado,190.137.188.40,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/121.0.0.0,Panama,2026-01-16T12:42:42.375Z,,,,,,23,93,equipos,,,,,,,
9,clic_torneo,190.138.189.47,Mozilla/5.0 (iPhone; CPU iPhone OS 17_3 like Mac OS X) AppleWebKit/605.1.15,Colombia,2025-10-08T19:23:46.378Z,,,,,,,,juegos,9,compartir,,,,,
10,clic_tienda,190.139.190.54,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:123.0) Gecko/20100101 Firefox/123.0,Argentina,2026-03-01T03:43:35.575Z,,,,,,,,,,agregar_carrito,8,banner,,,
11,cambio_config,190.140.191.61,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/122.0.0.0,Chile,2026-01-30T19:44:54.008Z,,,,,,,,,,,,,privacidad,tema_oscuro,
12,envio_solicitud_amistad,190.141.192.68,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_3) AppleWebKit/605.1.15 Safari/17.3,Peru,2025-11-05T01:56:34.135Z,,,,,,,,torneos,,,,,,,32
13,login,190.142.193.75,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/121.0.0.0,Espana,2025-09-02T06:15:40.742Z,google,true,,,,,,,,,,,,,
14,logout,190.143.194.82,Mozilla/5.0 (iPhone; CPU iPhone OS 17_3 like Mac OS X) AppleWebKit/605.1.15,Estados Unidos,2025-12-13T11:57:42.968Z,,,44,,,,,,,,,,,,
15,busqueda,190.144.195.89,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:123.0) Gecko/20100101 Firefox/123.0,Brasil,2026-02-07T14:24:12.791Z,,,,apex legends tips,29,,,,,,,,,,
16,perfil_visitado,190.145.196.96,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/122.0.0.0,Honduras,2026-02-11T20:01:21.915Z,,,,,,31,101,configuracion,,,,,,,
17,clic_torneo,190.146.197.103,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_3) AppleWebKit/605.1.15 Safari/17.3,Mexico,2025-11-29T05:47:14.380Z,,,,,,,,equipos,17,inscribirse,,,,,
18,clic_tienda,190.147.198.110,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/121.0.0.0,Guatemala,2026-02-09T05:18:19.871Z,,,,,,,,,,agregar_carrito,2,servicio,,,
19,cambio_config,190.148.199.117,Mozilla/5.0 (iPhone; CPU iPhone OS 17_3 like Mac OS X) AppleWebKit/605.1.15,El Salvador,2025-10-13T20:15:52.864Z,,,,,,,,,,,,,idioma,idioma_preferido,
20,envio_solicitud_amistad,190.149.200.124,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:123.0) Gecko/20100101 Firefox/123.0,Costa Rica,2026-01-29T23:52:54.642Z,,,,,,,,tienda,,,,,,,40
